"hash","name","slug","description","iconUrl","tier","itemType","itemTypeName","defense","power","recovery","mobility","resilience","attack","zoom","roundsPerMinute","impact","range","stability","magazine","reloadSpeed","handling","aimAssistance","recoilDirection"
2954558332,"Lunafaction Boots","lunafaction-boots","""I thank you for the gift of these atoms. I will use them well."" —The Stoic","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/4d1cf89d08b11bd87c8944ecddbbfffe.jpg","Exotic","Armor","Leg Armor",300,35,1,,1,,,,,,,,,,,
2954558333,"Transversive Steps","transversive-steps","Your relationship with consistent spacetime is...tenuous at best.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/78874c268891725a68bdcc35432fec9e.jpg","Exotic","Armor","Leg Armor",300,35,1,1,,,,,,,,,,,,
2956899553,"Hood of Optimacy","hood-of-optimacy","From high atop humanity we watch.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/7744f9d66a8a7eac9b32b7c822400df4.jpg","Legendary","Armor","Helmet",10,1,,,,,,,,,,,,,,
2958378809,"Striker","striker","At close quarters, a fist is better than any gun.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3025fcb4ac10d0181dfd4a5f0af237a3.png","Basic","Subclass","Titan Subclass",,,,,,,,,,,,,,,,
2959556799,"Dead Orbit Token","dead-orbit-token","Proof of your efforts in support of Dead Orbit. \n\nBring this to Arach Jalaal to increase your Dead Orbit reputation.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/8497b77a6207aa02412b4e6b94b34943.jpg","Common","None","Redeemable",,,,,,,,,,,,,,,,
2959986506,"Prophet Snow","prophet-snow","Have you ever felt your hand act of its own accord? Never? We can fix that.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/9a2f6bfe586b454a256e291d474794f8.jpg","Rare","Armor","Gauntlets",300,35,,,,,,,,,,,,,,
2961559651,"Tuned Drive","tuned-drive","An improved propulsion unit that has received some specialist tuning.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/b77aac0f2a832fe83858e0a6d6825257.png","Rare","Mod","Sparrow Engine",,,,,,,,,,,,,,,,
2961807684,"The Wizened Rebuke","the-wizened-rebuke","Forged in honor of Skorri, of lessons learned and lessons taught.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/ed24a26d4e2f50218617ecabd7af23e8.jpg","Legendary","Weapon","Fusion Rifle",,42,,,,300,15,,95,56,35,5,28,30,62,72
2963292596,"Cry","cry","Hey friend, feeling blue?","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/77d273910b07fb3009de48fd71abad18.jpg","Common","None","Emote",,,,,,,,,,,,,,,,
2964441920,"Channeling Cowl","channeling-cowl","""For those who seek not cunning, but the idea of it."" —Emissary of the Nine","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/1365a04f5ac5ab1887df872f835f6e9c.jpg","Legendary","Armor","Helmet",300,35,,,,,,,,,,,,,,
2964441921,"Focusing Cowl","focusing-cowl","""For the Light who seeks enlightenment as a means to lethality."" —Emissary of the Nine","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/8d739f872fc1e17e5348d0c7fb777d40.jpg","Legendary","Armor","Helmet",200,23,,,,,,,,,,,,,,
2967113939,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
2967682030,"Striker's Slam","strikers-slam","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/4a96b06fd86e8a089bdd7f1a450c1f47.jpg","Legendary","Emblem","Emblem",,,,,,,,,,,,,,,,
2968406086,"Legendary Gear","legendary-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/f387be5675c6399f39268e43ab641190.jpg","Legendary","None","",,,,,,,,,,,,,,,,
2969185026,"Projection Fuse","projection-fuse","Distance optimizations.\n  •  Increases range","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/2e849f967660b2abe68f6157c4d92538.png","Legendary","Mod","Battery",,,,,,,,,,,,,,,,
2972602404,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
2973723561,"Rare Gear","rare-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/9d51d9594b4c8b299926014214c5688e.jpg","Rare","None","",,,,,,,,,,,,,,,,
2975283266,"Void Focus Restored","void-focus-restored","Your affinity for the Void aspect of the Traveler's Light feels strong again. Return to the Shard in the EDZ to restore your connection.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/2fb85f4a212157617605a5fcb0761cf9.png","Basic","None","",,,,,,,,,,,,,,,,
2975283267,"Void Light Stirring","void-light-stirring","Discovering a warped Warlock bond has rekindled something inside you. Rebuild your strength in combat and public events.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/2fb85f4a212157617605a5fcb0761cf9.png","Basic","None","",,,,,,,,,,,,,,,,
2976586065,"Common Gear","common-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/304f5742211c176b4d6be05dc5a00386.jpg","Common","None","",,,,,,,,,,,,,,,,
2977071352,"Crucible Armor","crucible-armor","Armor awarded to Guardians who hone their skills against each other in the Crucible.",,"Legendary","None","Armor Set",,,,,,,,,,,,,,,,
2977440976,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
2977709078,"Excavation","excavation","Hold  to fire grenades. Release to detonate all live grenades simultaneously.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/392852b1b437d806792babc0176f4c75.png","Exotic","Mod","Intrinsic",,,,,,,,,,,,,,,,
2978337238,"Custom Drive","custom-drive","An expertly tuned NLS drive, providing the best possible performance.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/7db99f93c8d4c6ae773f660939d3cbc5.png","Legendary","Mod","Sparrow Engine",,,,,,,,,,,,,,,,
2984066626,"Splish Splash","splish-splash","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/797f868c78ac43f6660c038a19359a62.jpg","Rare","Emblem","Emblem",,,,,,,,,,,,,,,,
2985655620,"Refugee Vest","refugee-vest","Well, you've looked better. But hey, you've looked worse.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/062b017283e0e83eedd6ca492f201e68.jpg","Basic","Armor","Chest Armor",10,1,,1,1,,,,,,,,,,,
2985827016,"Alloy Casing","alloy-casing","Reduces weight for faster reloads.\n  •  Greatly increases reload speed\n  •  Decreases stability","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a1c9fa96ff54f3ecda08498f3811b056.png","Legendary","Mod","Magazine",,,,,,,,,,,,,,,,
2986264586,"EDZ Challenges","edz-challenges","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c78c087bbbded51f16a8d00ecedd4ffe.png","None","Quest","Quest",,,,,,,,,,,,,,,,
2987479726,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
2988223906,"Conversion Matrix","conversion-matrix","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a763bc37998620754a50d535b9556c10.jpg","Basic","None","",,,,,,,,,,,,,,,,
2988871238,"Void Impact Mod","void-impact-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/9c19f848743f2f2005c25b3e1b6054de.jpg","Legendary","Mod","Leg Armor Mod",,,,,,,,,,,,,,,,
2995158922,"Deathless","deathless","Clear out the Knight that's keeping Sloane's crews from their work.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/8f0b3ad3f7ab80c31dd83f7de3e5cbf8.jpg","Basic","None","",,,,,,,,,,,,,,,,
2996649640,"Philomath Boots","philomath-boots","Search your truth, no matter how long the journey.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/50f4ced1e5c224b2142b9d6439b4f0ca.jpg","Legendary","Armor","Leg Armor",300,35,,,,,,,,,,,,,,
2999505920,"Timur's Iron Bond","timurs-iron-bond","""Think of all the old mysteries that are now ours to solve anew!"" —Timur, learning of SIVA","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/214bbcb95cae2f314b8c33fed0d0e807.jpg","Legendary","Armor","Warlock Bond",300,28,,,,,,,,,,,,,,
3003456207,"Restorative Warlock Armor","restorative-warlock-armor","RESTORATIVE WARLOCK ARMOR\nImproved recovery.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/411afec2503c09c9e947745c9fee6e5a.png","Basic","Mod","Intrinsic",,,0,,,,,,,,,,,,,
3003989311,"Exotic Gear","exotic-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a3a1f7316711918c8ae8d2bd06f9f239.jpg","Exotic","None","",,,,,,,,,,,,,,,,
3005212482,"Destroyer of Worlds","destroyer-of-worlds","Board the world-eater vessel and defeat raid ""Leviathan."" Grow fat from strength.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/03162af38da1b7947a7fd931bf940979.jpg","Legendary","QuestStep","Quest Step",,,,,,,,,,,,,,,,
3005496492,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
3005544357,"Vanguard Research Rewards","vanguard-research-rewards","Exchange these items for rewards from Ikora Rey:","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/82d3c301080fb990d2e361e099db149d.png","Basic","None","",,,,,,,,,,,,,,,,
3007889693,"RPC Valiant","rpc-valiant","""They were the first line, and the last."" —Excerpt, ""History of the Prime Guard""","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/9d00e68f457e9235a3571edabab6c0d1.jpg","Rare","Armor","Chest Armor",0,0,,,,,,,,,,,,,,
3009732594,"""Hope""","hope","Complete the campaign mission you have selected from Ikora.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e6e4c5e03ffbe8a8982a1d78787df1a2.jpg","None","None","",,,,,,,,,,,,,,,,
3010885351,"Rally the Flag","rally-the-flag","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/28fad62e9ed456e8ac25cefd0f5e0fc2.jpg","Legendary","Emblem","Emblem",,,,,,,,,,,,,,,,
3014957206,"Void Ordnance Mod","void-ordnance-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/ae7c459951f3ce6808357708332ca816.jpg","Legendary","Mod","Arms Armor Mod",,,,,,,,,,,,,,,,
3015088158,"Depleted Ether Core","depleted-ether-core","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e0f7310d4fa26e1766898d5d94de11fa.jpg","Basic","None","",,,,,,,,,,,,,,,,
3015088159,"Empty Ether Core","empty-ether-core","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/0748dad068fb55a22bd3883d018751db.jpg","Basic","None","",,,,,,,,,,,,,,,,
3020011541,"The Long Play","the-long-play","The Taken are assembling a new army to march on the Vex Collective. It is essential to stop them.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e6e4c5e03ffbe8a8982a1d78787df1a2.jpg","None","None","",,,,,,,,,,,,,,,,
3026265798,"Exodus Down Mask","exodus-down-mask","""I used some of my own code to program this armor! But if you die, it's your fault. Not mine."" —Failsafe","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/708a230e19d30ccf36e6b6cfc09128db.jpg","Legendary","Armor","Helmet",300,35,,,,,,,,,,,,,,
3027732901,"The Shelter in Place","the-shelter-in-place","Some armor doesn't protect you so much as it just makes the dying slower.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/201720bfdb0712c00740c197ee1e953b.jpg","Legendary","Armor","Gauntlets",300,35,,,,,,,,,,,,,,
3027735905,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
3027810374,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
3030428920,"Meditation: ""Sacrilege""","meditation-sacrilege","Revisit this mission and reflect on its role in your recovery.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/d6ec804795a6ec7723548184740af653.jpg","Legendary","None","",,,,,,,,,,,,,,,,
3031064149,"Radiolarian Pod","radiolarian-pod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/75f6665bf3e3ab2681d55faa8306a503.jpg","Basic","None","",,,,,,,,,,,,,,,,
3032599245,"Blinding Grenades","blinding-grenades","Grenade detonation has a brief blinding effect.\n  •  Greatly decreases blast radius.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/96c5a35ac9213d020d6ef4fa8fd59234.png","Legendary","Mod","Magazine",,,,,,,,,,,,,,,,
3034612620,"Self-Repairing Mod","self-repairing-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/515f6a43c41f92244d474e6b6e3bfe59.jpg","Legendary","Mod","Leg Armor Mod",,,,,,,,,,,,,,,,
3034617041,"Jade Countenance","jade-countenance","Equip this Weapon Ornament to change the appearance of Fighting Lion.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/1f0043b912ab8c74ded11d6d0fe740d2.jpg","Exotic","Mod","Weapon Ornament",,,,,,,,,,,,,,,,
3035240099,"Shadow Specter","shadow-specter","Haunt the paths yet tread, that your wake may guide those brave enough to follow.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c25da6b2a5c8a8b1c65d119eb0e7ce27.jpg","Rare","Armor","Chest Armor",0,0,,,,,,,,,,,,,,
3036073106,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
3037832096,"Common Gear","common-gear","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/399ff8844f8a4ec8301143efb680aa35.jpg","Common","None","",,,,,,,,,,,,,,,,
3038247973,"Explosive Payload","explosive-payload","Projectiles create an area-of-effect detonation on impact.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/978fa4689528acbacceb688ff9753ef9.png","Legendary","Mod","Trait",,,,,,,,,,,,,,,,
3041136324,"Cower","cower","Make it stop! Make it stop!","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a78f60f63d9210bf4b9ea5d79d6e3aed.jpg","Common","None","Emote",,,,,,,,,,,,,,,,
3050270967,"Crucible Challenges","crucible-challenges","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c78c087bbbded51f16a8d00ecedd4ffe.png","None","Quest","Quest",,,,,,,,,,,,,,,,
3052096176,"Transmat Preloader","transmat-preloader","Increased transmat speed.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/a269b16b6490e365a9893e60e5501bda.png","Rare","Mod","Sparrow Mod",,,,,,,,,,,,,,,,
3056553352,"Gunsmith Engram","gunsmith-engram","Contains a reward for your efforts assisting the Gunsmiths.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/74c3c618e811e81aa105c94937057e3b.png","Legendary","None","Engram",,,,,,,,,,,,,,,,
3059968532,"Sovereign Helm","sovereign-helm","""To serve as an Executor is to stand as a pillar of the City. Hold your head high."" —Laws of the Executors, Vol. 2","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/0740a287951c6ece3251206f012ac87a.jpg","Legendary","Armor","Helmet",300,35,,,,,,,,,,,,,,
3064954885,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
3066593211,"Icarus Drifter Vest","icarus-drifter-vest","""You wouldn't believe the solar flare I caught the other day. Rode it halfway to Venus."" —Blue Boaz","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/136239428d34fcc6082546ccc63537da.jpg","Legendary","Armor","Chest Armor",300,35,,,,,,,,,,,,,,
3066937454,"Leviathan","leviathan","Increase your Power to 260 by earning gear in strikes, world activities, or the Crucible.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/d26c76c7bb9c2bfeb646f1bfe9a1086d.png","None","None","",,,,,,,,,,,,,,,,
3070068572,"Reconfigure Flair","reconfigure-flair","Generate a new random transmat effect by combining components from other effects.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3299beeb16285c7ea3cf2d7838a4622b.jpg","Basic","None","",,,,,,,,,,,,,,,,
3072425059,"Bad Neighbors","bad-neighbors","Resolve a dangerous conflict between the Fallen and the Hive.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/8f0b3ad3f7ab80c31dd83f7de3e5cbf8.jpg","Basic","None","",,,,,,,,,,,,,,,,
3074658833,"Hope","hope","Commander Zavala is building a resistance at a moon of Saturn. Make contact and join the fight.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/33144b4bb0c95a732763666032aed85b.png","None","None","",,,,,,,,,,,,,,,,
3076431036,"Acceleration Mod","acceleration-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/f7151d58b85fecb41ac405764c546cc1.jpg","Legendary","Mod","Hunter Cloak Mod",,,,,,,,,,,,,,,,
3076517070,"Suraya Hawthorne","suraya-hawthorne","The Vanguard is reunited. It's time to strike back against the Red Legion. Find out the plan from Hawthorne.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/33144b4bb0c95a732763666032aed85b.png","None","None","",,,,,,,,,,,,,,,,
3080875433,"Wildwood Helm","wildwood-helm","""I love the City. But I don't want to go back. I want to bring the City to the EDZ."" —Devrim Kay","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/1895a80a842785bee949c7403544a065.jpg","Legendary","Armor","Helmet",300,35,,,,,,,,,,,,,,
3081173348,"The Fundamentals","the-fundamentals","Holding  changes this weapon's damage type, cycling between Solar, Arc, and Void.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/bafbd7d7eb6c41e42c5f9062fc484ec8.png","Exotic","Mod","Intrinsic",,,,,,,,,,,,,,,,
3081865122,"Wise Warlock Hood","wise-warlock-hood","Your greatest weapon is your mind.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/567ba1358e11231ed78e1d91f0df4f47.jpg","Basic","Armor","Helmet",100,11,1,,,,,,,,,,,,,
3081969019,"Ego Talon IV","ego-talon-iv","""A nimble mind makes a nimble trigger finger."" —Ikora Rey","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/8194296c8a8ac7eca4e7b36cfd4fb2ec.jpg","Legendary","Armor","Gauntlets",300,35,,,,,,,,,,,,,,
3085039018,"Glimmer","glimmer","The currency of the City. A form of programmable matter, used both for craft and as a fuel.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/ef0b9a3124f548e25b060e96a9a0eb11.jpg","Basic","None","Currency",,,,,,,,,,,,,,,,
3087029318,"Trials of the Nine","trials-of-the-nine","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/3527dfc111e2dd5a3dd02644a80f9d9c.png","None","Quest","Quest",,,,,,,,,,,,,,,,
3089417788,"MIDA Mini-Tool","mida-mini-tool","Select application: Flare gun. Water purifier. Interplanetary Positioning System. Encyclopædia Arcana. Personal flotation device. List continues.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/877df0bde4074b057b5bc3eca4e938c2.jpg","Legendary","Weapon","Submachine Gun",,1,,,,10,15,900,15,37,54,37,38,68,49,80
3089417789,"Riskrunner","riskrunner","Charge your soul and let the electrons sing.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/97a3cc17cab25c15b51b1e268886e8d1.jpg","Exotic","Weapon","Submachine Gun",,42,,,,300,12,900,20,55,60,37,42,51,50,94
3100590152,"MIDA Radar","mida-radar","Radar stays active while aiming down sights.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/f90c8710fea74310707ed346e8e575c7.png","Legendary","Mod","Trait",,,,,,,,,,,,,,,,
3104313895,"Kinetic Munition Loader","kinetic-munition-loader","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/0c9de551c3415f65ac813dd1b2dbce20.jpg","Rare","Mod","Arms Armor Mod",,,,,,,,,,,,,,,,
3104672106,"Cayde-6","cayde-6","Cayde has officially resumed his duties as Vanguard Scout. Find him in the Hangar and catch up.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/33144b4bb0c95a732763666032aed85b.png","None","None","",,,,,,,,,,,,,,,,
3105935002,"Sunbreaker","sunbreaker","Forge the fury of undying suns.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/71f2fe5cda274b4756e3877a046142f3.png","Basic","Subclass","Titan Subclass",,,,,,,,,,,,,,,,
3115055261,"Gather Your Fireteam","gather-your-fireteam","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/0b60b0d2d119a35a7883d81d9e409204.jpg","Rare","Emblem","Emblem",,,,,,,,,,,,,,,,
3121104079,"Rite of Refusal","rite-of-refusal","By this bond I seal my fate. I will reclaim our home.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/e1e91ffb3b679de47875312190c5a0bf.jpg","Common","Armor","Warlock Bond",300,28,,,,,,,,,,,,,,
3121111403,"Void Impact Mod","void-impact-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/1b3e20f17237484278074fbd9c50f711.jpg","Rare","Mod","Leg Armor Mod",,,,,,,,,,,,,,,,
3125052999,"Captured Essence","captured-essence","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/c4a66a2fce2d84f1bc623937a3037a2d.jpg","Basic","None","",,,,,,,,,,,,,,,,
3125909492,"Dead End Cure 2.1","dead-end-cure-21","""D.E.C. means you don't have to travel alone. Unless you want to."" —D.E.C., 1st Brother to Unknown","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/27114de2ff40bbe5720dbf837f609115.jpg","Legendary","Armor","Helmet",300,35,,,,,,,,,,,,,,
3128644588,"Leviathan","leviathan","Defy the Cabal Emperor in the Leviathan raid.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/d26c76c7bb9c2bfeb646f1bfe9a1086d.png","None","None","",,,,,,,,,,,,,,,,
3129418034,"Taunt Dance","taunt-dance","Where are you from?","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/19171c6d2dd60f065e6b59ab8232c6f8.jpg","Legendary","None","Emote",,,,,,,,,,,,,,,,
3129880544,"Nessus Treasure Map","nessus-treasure-map","""So this cache… I don't know. It seemed like a good idea at the time. How do you feel about climbing trees?"" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880545,"Nessus Treasure Map","nessus-treasure-map","""So down I went. I thought maybe the deeper it got, the better access I would have to their core Mind or Nexus points. I do read Ikora's Vex reports. Sometimes. Anyway, found nothing but roots."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880546,"Nessus Treasure Map","nessus-treasure-map","""I guess I was afraid that Mind juice would somehow seize control of my weapons or something. That stuff isn't some kind of luxurious milk bath, trust me."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880547,"Nessus Treasure Map","nessus-treasure-map","""I was just doing what Failsafe said. I mean, she seems reliable, half the time. So I entered this cave and set up my little fallback point, took a few steps in, and bam, the battle began."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880548,"Nessus Treasure Map","nessus-treasure-map","""One point, I thought I'd broken free, so I made a break for a path through a tangle of roots. Caught sight of the cache and then bam, I was back in the loop again."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880549,"Nessus Treasure Map","nessus-treasure-map","""Of course, I didn't go charging into Nessus without a plan. I made sure I had caches everywhere. Started with the first dead Vex construct I found."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880550,"Nessus Treasure Map","nessus-treasure-map","""I don't know what they call it. The eyeball thing. Under that. You'll know it when you see it."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880551,"Nessus Treasure Map","nessus-treasure-map","""It was like I was being called closer, like something wanted my help. Then I get to this tower with a triangular doorway and go through. That's when it got really weird."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880556,"Nessus Treasure Map","nessus-treasure-map","""I wonder if the Vex even realize I hide stuff between the gaps in their block networks. Hmmm. Maybe that's how they know so much about me."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3129880557,"Nessus Treasure Map","nessus-treasure-map","""Good news: I left myself a reminder note for this cache! Bad news: the note says ‘Whatever you do, under any circumstances, do not look down.' That's enough to go on, right?”","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/380abd89da68ba3d6a2c0010056a48b1.jpg","Rare","None","Treasure Map",,,,,,,,,,,,,,,,
3131975519,"Power Munition Loader","power-munition-loader","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/d4fd8a6508e8993f2bb978b8682a668f.jpg","Rare","Mod","Titan Mark Mod",,,,,,,,,,,,,,,,
3140401233,"Acceleration Mod","acceleration-mod","","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/945b27d9b5e751bc354ce24bbe4db521.jpg","Rare","Mod","Hunter Cloak Mod",,,,,,,,,,,,,,,,
3140634552,"Swordflight 4.1","swordflight-41","""It's not a game. …Well, it is a game. But it's more than that. Ah, Shaxx says it better. Go ask him."" —Cayde-6","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/f7ab019fb8e2396448260d3b0a669a71.jpg","Legendary","Armor","Leg Armor",300,35,,,,,,,,,,,,,,
3141979346,"D.A.R.C.I.","darci","Thank you for using the Data Analysis, Reconnaissance, and Cooperative Intelligence device. You may call me Darci.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/eabb091d79af2afffed2c9c968cc5442.jpg","Exotic","Weapon","Sniper Rifle",,42,,,,300,49,140,55,37,78,5,64,78,0,100
3141979347,"Borealis","borealis","Light is a spectrum. Why limit yourself to a single hue?","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/b0672eda60a6f940bb4e4bbc80bf3e58.jpg","Exotic","Weapon","Sniper Rifle",,42,,,,300,50,72,90,54,52,4,68,63,65,55
3142289711,"Accurized Rounds","accurized-rounds","This weapon can fire longer distances.\n  •  Increases range","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/6085871de5817ff1a898f4358e87c3f8.png","Legendary","Mod","Magazine",,,,,,,,,,,,,,,,
3143442563,"","","",,"Basic","None","",,,,,,,,,,,,,,,,
3146241834,"Anti-Extinction Vest","anti-extinction-vest","""Our fundamental principle, to which all the Arachs must swear, is emigration."" —The Book of Departures, Canto I","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/2aa45b62493ac763111abe907fb44dc1.jpg","Legendary","Armor","Chest Armor",300,35,,,,,,,,,,,,,,
3147280338,"Silver","silver","Rare Reef coins struck during the height of the Golden Age. Of great value to certain collectors.","https://cdn.thetrackernetwork.com/destiny//common/destiny2_content/icons/15fc17b8aed31f9d64d073a6e9afc731.png","Basic","Currency","Currency",,,,,,,,,,,,,,,,
